dl
format = edgelist1
n=2552
data:
clinton clear 1.0	
services reports 1.0	
mubarak issues 1.0	
january comments 1.0	
washington demonstrators 1.0	
streets again 2.0	
many canisters 2.0	
power intended 1.0	
water baton 1.0	
streets almost 1.0	
internet access 1.0	
recipients backing 1.0	
years administration 1.0	
government decades 1.0	
said egyptian 1.0	
january cut 1.0	
egyptian cairo 1.0	
demand administration 1.0	
tear january 1.0	
streets service 1.0	
phone are 4.0	
liking backing 1.0	
streaming blocked 1.0	
replacing appeared 1.0	
facing baton 1.0	
arabia ali 1.0	
observers egypts 1.0	
intended attacking 1.0	
television protesters 1.0	
marched egypt 1.0	
streets egyptian 1.0	
liking he 1.0	
while largest 1.0	
president ally 2.0	
reports activists 1.0	
some six 2.0	
hillary clinton 1.0	
suspended activists 1.0	
openly backing 1.0	
station montgomery 1.0	
revolution evening 1.0	
largest egypt 1.0	
mubarak biden 1.0	
tear people 1.0	
called biden 1.0	
september let 1.0	
key him 1.0	
policy hillary 1.0	
hundreds cannons 1.0	
egyptian continued 1.0	
join arabia 1.0	
us power 2.0	
marched hundreds 1.0	
egyptian blocked 1.0	
were live 2.0	
maintains because 1.0	
issues called 1.0	
tunisian been 1.0	
th day 1.0	
liking largest 1.0	
number issues 1.0	
number called 1.0	
years hosni 1.0	
mid-afternoon application 1.0	
people down 1.0	
key interview 1.0	
protests mubarak 1.0	
made foreign 1.0	
with were 2.0	
police intended 1.0	
regime millions 1.0	
protests alexandria 1.0	
power freedom 1.0	
clintons american 1.0	
service government 1.0	
took thousands 1.0	
demand chanting 1.0	
took end 2.0	
were reports 1.0	
smaller other 1.0	
websites live 1.0	
interview ally 1.0	
years arabia 1.0	
fired appeared 1.0	
streets egypts 1.0	
revolution not 1.0	
instead him 1.0	
much cut 1.0	
services data 1.0	
on-the-ground observers 1.0	
re-election another 1.0	
used many 1.0	
gas day 1.0	
many by 3.0	
independent government 1.0	
president issues 2.0	
streets stands 1.0	
president number 2.0	
took street 1.0	
who power 1.0	
crowds ammunition 1.0	
thought achieved 1.0	
evening appeared 1.0	
january internet 1.0	
fire dead 1.0	
people day 1.0	
twitter live 1.0	
almost activists 1.0	
because backing 1.0	
early attacking 1.0	
protests baton 1.0	
riot charges 1.0	
while backing 1.0	
wounded gas 1.0	
streets cities 1.0	
while largely 1.0	
took internet 1.0	
hundreds down 1.0	
thousands internet 1.0	
he attacking 1.0	
he dictator 2.0	
president biden 2.0	
providing many 1.0	
foreign change 1.0	
president called 2.0	
th clinton 1.0	
showed clintons 1.0	
chanting are 1.0	
his dictatorship 1.0	
power few 1.0	
said january 1.0	
military him 1.0	
years been 1.0	
street protesters 1.0	
state american 1.0	
military his 1.0	
many lines 2.0	
plaza montgomery 1.0	
government early 1.0	
thousands riot 1.0	
police army 1.0	
ali administration 1.0	
oppression end 1.0	
tear live 1.0	
millions february 1.0	
th down 1.0	
egypts comments 1.0	
riot egypt 1.0	
said him 1.0	
montgomery gathered 1.0	
tunisian arabia 1.0	
refer foreign 1.0	
stance change 1.0	
with tear 1.0	
gas down 1.0	
people openly 1.0	
comments american 1.0	
protesters not 1.0	
his admit 1.0	
stay he 1.0	
many he 1.0	
january dictator 1.0	
on-the-ground clintons 1.0	
demand ali 1.0	
number mubarak 1.0	
there activists 1.0	
support services 1.0	
policy egyptian 1.0	
issues interview 1.0	
television not 1.0	
thousands egypt 1.0	
reluctant made 1.0	
goal early 1.0	
hundreds francisco 1.0	
providing lines 2.0	
police live 1.0	
not end 1.0	
th made 1.0	
tuesday demonstrators 1.0	
stands comments 1.0	
chanting ali 1.0	
initially goal 1.0	
military election 1.0	
stance comments 1.0	
largely backing 1.0	
streets january 3.0	
january a 4.0	
hillary clintons 1.0	
obama clinton 1.0	
marched cannons 1.0	
were cities 1.0	
him a 3.0	
mubarak called 1.0	
are ali 1.0	
liking largely 1.0	
showed secretary 1.0	
st montgomery 1.0	
run military 1.0	
revolution he 1.0	
riot hundreds 1.0	
took power 1.0	
largest backing 1.0	
egypts activists 1.0	
president mubarak 2.0	
ones history 1.0	
january egypt 2.0	
mubarak ben 1.0	
were evening 1.0	
recipients people 1.0	
state on-the-ground 1.0	
police cities 1.0	
january country 1.0	
us openly 2.0	
one admit 1.0	
people egypt 1.0	
tunisian people 1.0	
twitter streaming 1.0	
th internet 1.0	
from dead 1.0	
took not 1.0	
television street 1.0	
issues ally 1.0	
least killed 1.0	
un montgomery 1.0	
january instead 1.0	
him biden 1.0	
rallied montgomery 1.0	
streaming application 1.0	
country again 1.0	
government gas 1.0	
stance clinton 1.0	
january cannons 1.0	
steal demonstrators 1.0	
us admit 2.0	
openly one 1.0	
television he 1.0	
tuesday american 1.0	
replacing goal 1.0	
hillary comments 2.0	
tunisian administration 1.0	
instead he 1.0	
took appeared 1.0	
who end 1.0	
mubarak millions 1.0	
dictatorship aid 1.0	
thought early 1.0	
reports being 1.0	
recipients one 1.0	
stay intended 1.0	
rallied gathered 1.0	
many intended 1.0	
mubarak arabia 1.0	
secretary all 1.0	
intended government 1.0	
th government 1.0	
tear evening 1.0	
websites egyptian 1.0	
number ally 1.0	
was comments 1.0	
military another 1.0	
streets showed 1.0	
on-the-ground activists 1.0	
suspended are 2.0	
said president 2.0	
down charges 1.0	
say achieved 1.0	
policy by 1.0	
services lawyers 1.0	
protesters cities 1.0	
rest achieved 1.0	
demand are 1.0	
killed ammunition 1.0	
chanting been 1.0	
egypt again 1.0	
hillary all 1.0	
vice issues 1.0	
many gas 2.0	
saudi end 1.0	
continued cities 1.0	
were largest 1.0	
st bart 1.0	
egypt down 1.0	
tuesday almost 1.0	
he because 1.0	
th instead 1.0	
thousands access 1.0	
smaller demand 1.0	
where activists 1.0	
responded let 1.0	
let demonstrators 1.0	
gas cannons 1.0	
six crowds 1.0	
much government 1.0	
vice ally 1.0	
mubarak administration 1.0	
hosni been 1.0	
observers american 1.0	
revolution intended 1.0	
water th 1.0	
took cairo 1.0	
recipients he 1.0	
stands activists 1.0	
water gas 1.0	
noon montgomery 1.0	
th cannons 1.0	
instead egyptian 1.0	
services phone 2.0	
president key 2.0	
rigged military 1.0	
tear canisters 1.0	
policy not 1.0	
was policy 1.0	
interview called 1.0	
him called 1.0	
un bart 1.0	
used police 1.0	
refer january 1.0	
much internet 1.0	
comments clear 1.0	
end cairo 1.0	
reluctant clinton 1.0	
openly he 1.0	
attacking army 1.0	
january government 1.0	
phone government 1.0	
reluctant policy 1.0	
took access 1.0	
data being 1.0	
let him 1.0	
let his 1.0	
service internet 1.0	
power not 1.0	
thought rest 1.0	
protesters marching 1.0	
protesters killed 1.0	
january clinton 1.0	
phone being 2.0	
recipients openly 1.0	
maintains few 1.0	
smaller millions 1.0	
rest mubarak 1.0	
stands demonstrators 1.0	
he end 1.0	
he admit 1.0	
policy administration 1.0	
power fired 1.0	
policy interview 1.0	
power evening 1.0	
february cities 1.0	
vice interview 1.0	
egypt cannons 1.0	
steal let 1.0	
january change 1.0	
protesters internet 1.0	
millions demand 1.0	
san mubarak 1.0	
goal fired 1.0	
say mubarak 1.0	
protests other 1.0	
people liking 1.0	
protesters many 3.0	
people a 1.0	
live government 2.0	
stay protesters 1.0	
revolution appeared 1.0	
end corrupt 1.0	
were some 2.0	
run mubarak 1.0	
thought say 1.0	
cities cairo 1.0	
not appeared 1.0	
support providing 1.0	
people charges 1.0	
ben ali 1.0	
street he 1.0	
there are 2.0	
ben administration 1.0	
pbs called 1.0	
january down 1.0	
san demand 1.0	
riot marched 1.0	
were canisters 1.0	
vice mubarak 1.0	
francisco end 1.0	
saudi people 1.0	
while people 1.0	
television appeared 1.0	
people dictator 1.0	
police crowds 1.0	
recipients few 1.0	
protesters again 1.0	
comments by 1.0	
used disabled 1.0	
mubarak are 1.0	
many data 1.0	
interview instead 1.0	
with government 2.0	
twitter mid-afternoon 1.0	
streets end 2.0	
noon bart 1.0	
join administration 1.0	
mubarak demand 3.0	
end continued 1.0	
demand arabia 1.0	
obama comments 1.0	
police gas 1.0	
mubarak ally 1.0	
regime alexandria 1.0	
took he 1.0	
protesters evening 2.0	
foreign a 3.0	
police hundreds 1.0	
state mubarak 1.0	
run junta 1.0	
st near 1.0	
demand ben 1.0	
openly because 1.0	
six cities 1.0	
fire buildings 1.0	
television power 1.0	
rest early 1.0	
those government 1.0	
were killed 1.0	
th policy 2.0	
ben arabia 1.0	
regime cities 1.0	
rigged let 1.0	
end demanding 1.0	
police baton 1.0	
made january 1.0	
largest largely 1.0	
ben are 1.0	
live ammunition 2.0	
recipients because 1.0	
revolution power 1.0	
mubarak admit 1.0	
un near 1.0	
data activists 1.0	
say early 1.0	
january facing 1.0	
disabled by 1.0	
rigged another 1.0	
join ali 1.0	
th police 1.0	
hundreds end 1.0	
mubarak achieved 1.0	
state he 1.0	
protesters attacking 1.0	
end dictator 1.0	
support activists 1.0	
hosni chanting 1.0	
government buildings 1.0	
president a 6.0	
election another 1.0	
january day 1.0	
many live 2.0	
rigged election 1.0	
openly few 1.0	
revolution protesters 1.0	
websites independent 1.0	
vice number 1.0	
mubarak ali 1.0	
st end 2.0	
plaza hour 1.0	
was by 1.0	
policy he 1.0	
stance made 1.0	
with many 2.0	
join are 1.0	
th end 3.0	
mubarak aid 1.0	
protesters canisters 1.0	
from buildings 1.0	
police early 1.0	
internet hundreds 1.0	
government army 1.0	
police mubarak 1.0	
washington almost 1.0	
february alexandria 1.0	
said foreign 1.0	
took francisco 1.0	
reluctant foreign 1.0	
police he 1.0	
protesters fired 1.0	
few because 1.0	
policy obama 1.0	
charges cannons 1.0	
years with 1.0	
support being 1.0	
support many 1.0	
millions cairo 1.0	
stay army 1.0	
many army 1.0	
foreign dictator 1.0	
protesters bart 1.0	
goal achieved 1.0	
thousands th 2.0	
injustice government 1.0	
thought mubarak 1.0	
state early 1.0	
streaming mid-afternoon 1.0	
power end 1.0	
thousands hundreds 2.0	
took st 2.0	
regime again 1.0	
responded military 1.0	
made change 1.0	
not he 4.0	
took hundreds 2.0	
streets people 1.0	
him another 1.0	
arabia administration 1.0	
his another 1.0	
were fire 1.0	
join demand 1.0	
recorded ones 1.0	
noon near 1.0	
live bambuser 1.0	
street early 1.0	
protests facing 1.0	
replacing protesters 1.0	
say rest 1.0	
newspapers independent 1.0	
government egyptian 1.0	
foreign egyptian 1.0	
station hour 1.0	
where comments 1.0	
police least 1.0	
president him 2.0	
television army 1.0	
thought state 1.0	
streets phone 1.0	
tunisian demand 1.0	
mid-afternoon egyptian 1.0	
people backing 1.0	
not january 1.0	
demonstrators clintons 1.0	
he fired 1.0	
used by 1.0	
other february 1.0	
regime francisco 1.0	
gas canisters 1.0	
dictator been 1.0	
re-election him 1.0	
lawyers are 2.0	
buildings ammunition 1.0	
many early 1.0	
th francisco 1.0	
replacing evening 1.0	
took regime 2.0	
took th 4.0	
power openly 1.0	
television early 1.0	
reports providing 1.0	
smaller egyptian 1.0	
stay early 1.0	
streets alexandria 1.0	
mubarak junta 1.0	
hour before 1.0	
power administration 1.0	
thousands gas 1.0	
revolution attacking 1.0	
instead foreign 1.0	
almost all 1.0	
took country 1.0	
not government 2.0	
th hundreds 3.0	
saudi been 1.0	
tunisian ali 1.0	
egyptian biden 1.0	
again access 1.0	
interview dictator 1.0	
protests history 1.0	
secretary almost 1.0	
there providing 1.0	
mubarak a 3.0	
was january 1.0	
while his 1.0	
him dictator 1.0	
services are 2.0	
one maintains 1.0	
vice key 1.0	
other egyptian 1.0	
charges a 1.0	
corrupt are 1.0	
down baton 1.0	
he few 1.0	
th issues 1.0	
egyptian application 1.0	
comments administration 1.0	
september not 2.0	
francisco again 1.0	
hundreds country 1.0	
responded mubarak 1.0	
smaller february 1.0	
wounded buildings 1.0	
join freedom 1.0	
streets mubarak 2.0	
station rallied 1.0	
who he 1.0	
service phone 1.0	
state all 1.0	
secretary activists 1.0	
hundreds again 2.0	
steal he 1.0	
regime hundreds 1.0	
number egyptian 1.0	
secretary american 1.0	
us maintains 2.0	
th foreign 2.0	
saudi dictator 1.0	
people dictatorship 1.0	
th riot 1.0	
tunisian hosni 1.0	
government evening 2.0	
interview him 1.0	
gathered before 1.0	
lines data 2.0	
ones largest 1.0	
where hillary 1.0	
hundreds gas 1.0	
been arabia 1.0	
tear fire 1.0	
people freedom 1.0	
demand corrupt 1.0	
live least 1.0	
riot gas 1.0	
aid admit 1.0	
took replacing 1.0	
early achieved 1.0	
years tunisian 1.0	
washington activists 1.0	
while power 1.0	
saudi arabia 1.0	
army achieved 1.0	
oppression injustice 1.0	
state demonstrators 1.0	
january francisco 1.0	
disabled activists 1.0	
he another 1.0	
th not 1.0	
took again 2.0	
were from 1.0	
key biden 1.0	
january hundreds 3.0	
streets protesters 1.0	
his election 1.0	
him election 1.0	
took january 2.0	
february demand 1.0	
support lines 2.0	
was th 1.0	
were protesters 2.0	
newspapers live 1.0	
thought goal 1.0	
reports many 1.0	
with least 1.0	
key ally 1.0	
demonstrators almost 1.0	
television initially 1.0	
vice instead 1.0	
thousands country 1.0	
join ben 1.0	
say evening 1.0	
was reluctant 1.0	
providing activists 1.0	
hillary change 1.0	
refer interview 1.0	
number instead 1.0	
people hundreds 1.0	
freedom corrupt 1.0	
military he 1.0	
riot january 1.0	
live buildings 1.0	
protesters early 1.0	
replacing not 1.0	
tunisian are 1.0	
with end 2.0	
cannons baton 1.0	
end again 1.0	
with buildings 1.0	
said number 1.0	
service protesters 1.0	
goal evening 1.0	
water hundreds 1.0	
day baton 1.0	
clintons all 1.0	
mubarak attacking 1.0	
streets other 1.0	
said mubarak 1.0	
took much 1.0	
thousands much 1.0	
years people 1.0	
revolution police 1.0	
state fired 1.0	
people maintains 1.0	
instead called 1.0	
phone cut 1.0	
six killed 1.0	
protests egyptian 1.0	
mubarak instead 1.0	
riot people 1.0	
one few 1.0	
number a 3.0	
mubarak february 1.0	
egypts demonstrators 1.0	
there many 1.0	
he called 1.0	
tear protesters 1.0	
wounded many 2.0	
years join 1.0	
montgomery marching 1.0	
washington hillary 1.0	
took continued 1.0	
join corrupt 1.0	
tunisian chanting 1.0	
people facing 1.0	
years corrupt 1.0	
vice policy 1.0	
join hosni 1.0	
with administration 1.0	
stands all 1.0	
responded election 1.0	
us few 2.0	
used support 1.0	
re-election election 1.0	
he foreign 1.0	
he government 1.0	
saudi administration 1.0	
vice said 1.0	
refer policy 1.0	
people marched 1.0	
thousands january 2.0	
police egypt 1.0	
january end 1.0	
corrupt ben 1.0	
obama made 1.0	
people because 1.0	
tear from 1.0	
stance foreign 1.0	
being activists 1.0	
reluctant
